"characterID";"name"
1011264;"Blue Shield"
1011265;"Sinister Six"
1011268;"Cuckoo"
1011269;"Newton Destine"
1011270;"ClanDestine"
1011271;"New X-Men"
1011277;"Young X-Men"
1011279;"Masters of Evil"
1011281;"Wolfpack"
1011283;"Lords of Avalon"
1011285;"Generation X"
1011286;"Cobalt Man"
1011287;"Warlock (Technarchy)"
1011288;"Jackal"
1011289;"Killmonger"
1011291;"Blindfold"
1011293;"Ink"
1011294;"The Enforcers"
1011295;"The Howling Commandos"
1011297;"Agent Brand"
1011298;"Armor (Hisako Ichiki)"
1011299;"Guardians of the Galaxy"
1011300;"High Evolutionary"
1011301;"Anole"
1011304;"Thundra"
1011305;"Maximus"
1011306;"Dargo Ktor"
1011307;"Star Brand"
1011309;"Toro (Thomas Raymond)"
1011310;"Justin Hammer"
1011311;"Ultimo"
1011312;"Korvac"
1011313;"Ender Wiggin"
1011314;"Junta"
1011315;"U-Foes"
1011317;"Ezekiel Stane"
1011318;"Iron Fist (Bei Bang-Wen)"
1011319;"Ken Ellis"
1011320;"M.O.D.O.G."
1011321;"Paper Doll"
1011323;"Sentinels"
1011325;"Salem's Seven (Ultimate)"
1011326;"Randall Flagg"
1011327;"Lady Bullseye"
1011328;"Maestro"
1011329;"Omega Sentinel"
1011330;"Revanche"
1011333;"Dakota North"
1011334;"3-D Man"
1011335;"Maria Hill"
1011336;"New Mutants"
1011337;"Nightcrawler (Ultimate)"
1011338;"Angel (Ultimate)"
1011339;"Blue Marvel"
1011341;"Starhawk (Stakar Ogord)"
1011342;"Vance Astro"
1011343;"Jamie Braddock"
1011345;"Tinkerer"
1011346;"Ben Reilly"
1011347;"Spider-Ham (Larval Earth)"
1011348;"Ricochet"
1011349;"Blackout"
1011350;"Marvel Apes"
1011352;"True Believers"
1011353;"Cosmo (dog)"
1011354;"Barracuda"
1011356;"Frankenstein's Monster"
1011357;"Karen Page"
1011358;"Doctor Strange (Ultimate)"
1011360;"Red Hulk"
1011361;"American Eagle (Jason Strongbow)"
1011362;"Cottonmouth"
1011364;"Magus (Technarch)"
1011365;"Vanisher (Telford Porter)"
1011367;"Dark Avengers"
1011368;"Secret Warriors"
1011369;"Phil Sheldon"
1011370;"Molten Man"
1011371;"Henry Peter Gyrich"
1011373;"Sons of the Tiger"
1011375;"Leper Queen"
1011376;"Reptil"
1011385;"Cypher"
1011386;"Karma"
1011387;"Dark X-Men"
1011388;"Pet Avengers"
1011389;"Frog Thor"
1011390;"Redwing"
1011391;"Hairball"
1011392;"She-Hulk (Lyra)"
1011393;"She-Hulk (Ultimate)"
1011394;"Shiver Man"
1011395;"Talon (Fraternity of Raptors)"
1011396;"Angel (Thomas Halloway)"
1011397;"Killer Shrike"
1011398;"Romulus"
1011399;"Meggan"
1011400;"H.A.M.M.E.R."
1011402;"Wendell Rand"
1011403;"Lei Kung, The Thunderer"
1011404;"Jeryn Hogarth"
1011405;"Lucky Pierre"
1011406;"Shadu the Shady"
1011407;"Contessa (Vera Vidal)"
1011408;"Lightning Lords of Nepal"
1011409;"Nine-Fold Daughters of Xao"
1011410;"Confederates of the Curious"
1011411;"Chores MacGillicudy"
1011412;"Iron Fist (Wu Ao-Shi)"
1011413;"Iron Fist (Quan Yaozu)"
1011414;"Loa"
1011416;"Blonde Phantom"
1011417;"Marvex"
1011418;"X-Babies"
1011419;"Phantom Reporter"
1011420;"Grey Gargoyle"
1011421;"Lethal Legion"
1011424;"Miss America"
1011425;"Whizzer (Stanley Stewart)"
1011426;"Scarlet Spider (Kaine)"
1011427;"Nomad (Rikki Barnes)"
1011428;"Hope Summers"
1011432;"Enchantress (Sylvie Lushton)"
1011436;"Red She-Hulk"
1011490;"Hank Pym"
1011766;"Azazel (Mutant)"
1011960;"Tippy Toe"
1012295;"Spider-Man (Noir)"
1012513;"Gargoyle (Yuri Topolov)"
1013483;"Nakia (Nakia)"
1014063;"Night Thrasher (Dwayne Taylor)"
1014528;"Quake (Daisy Johnson)"
1014812;"Thunderbolt Ross"
1014858;"Spider-Man (Ben Reilly)"
1014873;"Spider-Man (2099)"
1014905;"Squadron Sinister"
1014973;"Brotherhood of Mutants (Ultimate)"
1014974;"George Stacy (Ultimate)"
1014985;"Green Goblin (Barry Norman Osborn)"
1014991;"Crusher Hogan (Ultimate)"
1014992;"Dormammu (Ultimate)"
1014993;"Forge (Ultimate)"
1014994;"Gwen Stacy (Ultimate)"
1014995;"Hammerhead (Ultimate)"
1014996;"Hellfire Club (Ultimate)"
1014997;"Deathstrike (Ultimate)"
1014998;"Moon Knight (Ultimate)"
1014999;"Clea (Ultimate)"
1015000;"Reavers (Ultimate)"
1015001;"Shang-Chi (Ultimate)"
1015002;"Skrulls (Ultimate)"
1015003;"Stacy X (Ultimate)"
1015004;"Thanos (Ultimate)"
1015005;"Wong (Ultimate)"
1015007;"Dreaming Celestial"
1015239;"Avengers (Ultimate)"
1015280;"Super Hero Squad"
1016181;"Spider-Man (Miles Morales)"
1016452;"Spider-Man (Ai Apaec)"
1016823;"Abomination (Ultimate)"
1016824;"Ancient One (Ultimate)"
1016825;"Ultimate Spider-Man (USM)"
1017078;"Nova (Sam Alexander)"
1017109;"Black Widow/Natasha Romanoff (MAA)"
1017317;"Cable (Deadpool)"
1017438;"Araña"
1017574;"Angela (Aldrif Odinsdottir)"
1017575;"Captain America (Sam Wilson)"
1017576;"Thor (Goddess of Thunder)"
1017577;"Ms. Marvel (Kamala Khan)"
1017583;"Devil Dinosaur (Devil Dinosaur)"
